国家名称,指标名称,年份,数值
波多黎各,服务业等增加值（占GDP的百分比）,1997,14.838512783499999
卡塔尔,农业增加值（占GDP的百分比）,1997,
卡塔尔,人均二氧化碳排放量 (公吨),1997,70.98476372
卡塔尔,金融部门提供的国内信贷（占GDP的百分比）,1997,53.67960354
卡塔尔,人均电力消费量 (千瓦时),1997,12224.2353
卡塔尔,能源使用量（每人当量千克石油）,1997,19262.16886
卡塔尔,商品和服务出口（占GDP的百分比）,1997,48.28080961
卡塔尔,总生育率，每位女性的出生数,1997,3.4760000000000004
卡塔尔,GDP增长率（年百分比）,1997,
卡塔尔,商品和服务进口（占GDP的百分比）,1997,36.16622923
卡塔尔,工业，增加值（占GDP的百分比）,1997,
卡塔尔,通货膨胀率，GDP平减指数（年百分比）,1997,
卡塔尔,出生时预期寿命，总年数,1997,76.13053659
卡塔尔,人口密度 (每平方公里土地面积的人数),1997,45.496382428900006
卡塔尔,服务业等增加值（占GDP的百分比）,1997,
罗马尼亚,农业增加值（占GDP的百分比）,1997,18.721620091800002
罗马尼亚,人均二氧化碳排放量 (公吨),1997,5.074362935
罗马尼亚,金融部门提供的国内信贷（占GDP的百分比）,1997,18.41843428
罗马尼亚,人均电力消费量 (千瓦时),1997,2250.999801
罗马尼亚,能源使用量（每人当量千克石油）,1997,1989.994182
罗马尼亚,商品和服务出口（占GDP的百分比）,1997,27.989692126199998
罗马尼亚,总生育率，每位女性的出生数,1997,1.32
罗马尼亚,GDP增长率（年百分比）,1997,-4.816146918
罗马尼亚,商品和服务进口（占GDP的百分比）,1997,34.75053622
罗马尼亚,工业，增加值（占GDP的百分比）,1997,38.49269407
罗马尼亚,通货膨胀率，GDP平减指数（年百分比）,1997,135.4335617
罗马尼亚,出生时预期寿命，总年数,1997,69.00487805
罗马尼亚,人口密度 (每平方公里土地面积的人数),1997,98.26156929
罗马尼亚,服务业等增加值（占GDP的百分比）,1997,42.78568583
俄罗斯联邦,农业增加值（占GDP的百分比）,1997,6.4393762
俄罗斯联邦,人均二氧化碳排放量 (公吨),1997,10.31678925
俄罗斯联邦,金融部门提供的国内信贷（占GDP的百分比）,1997,29.48794023
俄罗斯联邦,人均电力消费量 (千瓦时),1997,4935.621707
俄罗斯联邦,能源使用量（每人当量千克石油）,1997,4069.767627
俄罗斯联邦,商品和服务出口（占GDP的百分比）,1997,24.729989327600002
俄罗斯联邦,总生育率，每位女性的出生数,1997,1.23
俄罗斯联邦,GDP增长率（年百分比）,1997,1.3999999993599999
俄罗斯联邦,商品和服务进口（占GDP的百分比）,1997,22.52721451
俄罗斯联邦,工业，增加值（占GDP的百分比）,1997,38.05554255
俄罗斯联邦,通货膨胀率，GDP平减指数（年百分比）,1997,15.05915883
俄罗斯联邦,出生时预期寿命，总年数,1997,66.95073171
俄罗斯联邦,人口密度 (每平方公里土地面积的人数),1997,9.030982834360001
俄罗斯联邦,服务业等增加值（占GDP的百分比）,1997,55.50508125
卢旺达,农业增加值（占GDP的百分比）,1997,45.96095226
卢旺达,人均二氧化碳排放量 (公吨),1997,0.0766527751264
卢旺达,金融部门提供的国内信贷（占GDP的百分比）,1997,12.47010558
卢旺达,人均电力消费量 (千瓦时),1997,
卢旺达,能源使用量（每人当量千克石油）,1997,
卢旺达,商品和服务出口（占GDP的百分比）,1997,7.797339362
卢旺达,总生育率，每位女性的出生数,1997,5.926
卢旺达,GDP增长率（年百分比）,1997,13.84975249
卢旺达,商品和服务进口（占GDP的百分比）,1997,25.670121148200003
卢旺达,工业，增加值（占GDP的百分比）,1997,18.610066125899998
卢旺达,通货膨胀率，GDP平减指数（年百分比）,1997,15.62150244
卢旺达,出生时预期寿命，总年数,1997,39.80480488
卢旺达,人口密度 (每平方公里土地面积的人数),1997,263.7259019
卢旺达,服务业等增加值（占GDP的百分比）,1997,35.42898161
萨摩亚,农业增加值（占GDP的百分比）,1997,
萨摩亚,人均二氧化碳排放量 (公吨),1997,0.7666602784119999
萨摩亚,金融部门提供的国内信贷（占GDP的百分比）,1997,8.043633845
萨摩亚,人均电力消费量 (千瓦时),1997,
萨摩亚,能源使用量（每人当量千克石油）,1997,
萨摩亚,商品和服务出口（占GDP的百分比）,1997,29.13832883
萨摩亚,总生育率，每位女性的出生数,1997,4.637
萨摩亚,GDP增长率（年百分比）,1997,0.643424781
萨摩亚,商品和服务进口（占GDP的百分比）,1997,47.54643387
萨摩亚,工业，增加值（占GDP的百分比）,1997,
萨摩亚,通货膨胀率，GDP平减指数（年百分比）,1997,11.836407644400001
萨摩亚,出生时预期寿命，总年数,1997,68.37053659
萨摩亚,人口密度 (每平方公里土地面积的人数),1997,60.84487633
萨摩亚,服务业等增加值（占GDP的百分比）,1997,
圣马力诺,农业增加值（占GDP的百分比）,1997,
圣马力诺,人均二氧化碳排放量 (公吨),1997,
圣马力诺,金融部门提供的国内信贷（占GDP的百分比）,1997,
圣马力诺,人均电力消费量 (千瓦时),1997,
圣马力诺,能源使用量（每人当量千克石油）,1997,
圣马力诺,商品和服务出口（占GDP的百分比）,1997,
圣马力诺,总生育率，每位女性的出生数,1997,
圣马力诺,GDP增长率（年百分比）,1997,2.404539025
圣马力诺,商品和服务进口（占GDP的百分比）,1997,
圣马力诺,工业，增加值（占GDP的百分比）,1997,
圣马力诺,通货膨胀率，GDP平减指数（年百分比）,1997,1.694223917
圣马力诺,出生时预期寿命，总年数,1997,79.47317073
圣马力诺,人口密度 (每平方公里土地面积的人数),1997,441.71666666699997
圣马力诺,服务业等增加值（占GDP的百分比）,1997,
圣多美和普林西比,农业增加值（占GDP的百分比）,1997,
圣多美和普林西比,人均二氧化碳排放量 (公吨),1997,0.366389978
圣多美和普林西比,金融部门提供的国内信贷（占GDP的百分比）,1997,
圣多美和普林西比,人均电力消费量 (千瓦时),1997,
圣多美和普林西比,能源使用量（每人当量千克石油）,1997,
圣多美和普林西比,商品和服务出口（占GDP的百分比）,1997,
圣多美和普林西比,总生育率，每位女性的出生数,1997,5.437
圣多美和普林西比,GDP增长率（年百分比）,1997,
圣多美和普林西比,商品和服务进口（占GDP的百分比）,1997,
圣多美和普林西比,工业，增加值（占GDP的百分比）,1997,
圣多美和普林西比,通货膨胀率，GDP平减指数（年百分比）,1997,
圣多美和普林西比,出生时预期寿命，总年数,1997,62.859902438999995
圣多美和普林西比,人口密度 (每平方公里土地面积的人数),1997,135.53125
圣多美和普林西比,服务业等增加值（占GDP的百分比）,1997,
沙特阿拉伯,农业增加值（占GDP的百分比）,1997,5.405387909
沙特阿拉伯,人均二氧化碳排放量 (公吨),1997,10.91586719
沙特阿拉伯,金融部门提供的国内信贷（占GDP的百分比）,1997,30.626037785900003
沙特阿拉伯,人均电力消费量 (千瓦时),1997,5023.868943
沙特阿拉伯,能源使用量（每人当量千克石油）,1997,4354.655233
沙特阿拉伯,商品和服务出口（占GDP的百分比）,1997,39.38877039
沙特阿拉伯,总生育率，每位女性的出生数,1997,4.6080000000000005
沙特阿拉伯,GDP增长率（年百分比）,1997,2.592679568
沙特阿拉伯,商品和服务进口（占GDP的百分比）,1997,26.182469064699998
沙特阿拉伯,工业，增加值（占GDP的百分比）,1997,50.52969565
沙特阿拉伯,通货膨胀率，GDP平减指数（年百分比）,1997,1.9532249638900003
沙特阿拉伯,出生时预期寿命，总年数,1997,71.75429268
沙特阿拉伯,人口密度 (每平方公里土地面积的人数),1997,9.215111481
沙特阿拉伯,服务业等增加值（占GDP的百分比）,1997,44.06491644
塞内加尔,农业增加值（占GDP的百分比）,1997,19.76938453
塞内加尔,人均二氧化碳排放量 (公吨),1997,0.356167681
塞内加尔,金融部门提供的国内信贷（占GDP的百分比）,1997,21.4321657
塞内加尔,人均电力消费量 (千瓦时),1997,117.0990346
塞内加尔,能源使用量（每人当量千克石油）,1997,221.0058207
塞内加尔,商品和服务出口（占GDP的百分比）,1997,27.31488948
塞内加尔,总生育率，每位女性的出生数,1997,5.832999999999999
塞内加尔,GDP增长率（年百分比）,1997,3.124033319
塞内加尔,商品和服务进口（占GDP的百分比）,1997,33.55209808
塞内加尔,工业，增加值（占GDP的百分比）,1997,23.4827356
塞内加尔,通货膨胀率，GDP平减指数（年百分比）,1997,2.0506876489400003
塞内加尔,出生时预期寿命，总年数,1997,57.30336585
塞内加尔,人口密度 (每平方公里土地面积的人数),1997,47.59353867
塞内加尔,服务业等增加值（占GDP的百分比）,1997,56.74787987
塞尔维亚,农业增加值（占GDP的百分比）,1997,20.45826489
塞尔维亚,人均二氧化碳排放量 (公吨),1997,
塞尔维亚,金融部门提供的国内信贷（占GDP的百分比）,1997,22.91024317
塞尔维亚,人均电力消费量 (千瓦时),1997,4291.317805
塞尔维亚,能源使用量（每人当量千克石油）,1997,2299.904259
塞尔维亚,商品和服务出口（占GDP的百分比）,1997,15.66258225
塞尔维亚,总生育率，每位女性的出生数,1997,1.6
塞尔维亚,GDP增长率（年百分比）,1997,7.184832847769999
塞尔维亚,商品和服务进口（占GDP的百分比）,1997,29.88480789
塞尔维亚,工业，增加值（占GDP的百分比）,1997,30.81226834
塞尔维亚,通货膨胀率，GDP平减指数（年百分比）,1997,18.40589618
塞尔维亚,出生时预期寿命，总年数,1997,72.03902439
塞尔维亚,人口密度 (每平方公里土地面积的人数),1997,86.85686028
塞尔维亚,服务业等增加值（占GDP的百分比）,1997,48.729466767299996
塞舌尔,农业增加值（占GDP的百分比）,1997,3.4916595985300005
塞舌尔,人均二氧化碳排放量 (公吨),1997,4.410701121
塞舌尔,金融部门提供的国内信贷（占GDP的百分比）,1997,79.64970622
塞舌尔,人均电力消费量 (千瓦时),1997,
塞舌尔,能源使用量（每人当量千克石油）,1997,
塞舌尔,商品和服务出口（占GDP的百分比）,1997,20.116977664700002
塞舌尔,总生育率，每位女性的出生数,1997,2.1
塞舌尔,GDP增长率（年百分比）,1997,11.96155598
塞舌尔,商品和服务进口（占GDP的百分比）,1997,60.47268165
塞舌尔,工业，增加值（占GDP的百分比）,1997,24.34973141
塞舌尔,通货膨胀率，GDP平减指数（年百分比）,1997,1.083755946
塞舌尔,出生时预期寿命，总年数,1997,71.41463415
塞舌尔,人口密度 (每平方公里土地面积的人数),1997,168.0847826
塞舌尔,服务业等增加值（占GDP的百分比）,1997,72.15860899
塞拉利昂,农业增加值（占GDP的百分比）,1997,58.648785660600005
塞拉利昂,人均二氧化碳排放量 (公吨),1997,0.11544431701300001
塞拉利昂,金融部门提供的国内信贷（占GDP的百分比）,1997,60.13930681
塞拉利昂,人均电力消费量 (千瓦时),1997,
塞拉利昂,能源使用量（每人当量千克石油）,1997,
塞拉利昂,商品和服务出口（占GDP的百分比）,1997,13.199694663399999
塞拉利昂,总生育率，每位女性的出生数,1997,6.4479999999999995
塞拉利昂,GDP增长率（年百分比）,1997,-5.877082015
塞拉利昂,商品和服务进口（占GDP的百分比）,1997,15.078329372799999
塞拉利昂,工业，增加值（占GDP的百分比）,1997,27.68588565
塞拉利昂,通货膨胀率，GDP平减指数（年百分比）,1997,2.252769698
塞拉利昂,出生时预期寿命，总年数,1997,36.426195121999996
塞拉利昂,人口密度 (每平方公里土地面积的人数),1997,53.248434469399996
塞拉利昂,服务业等增加值（占GDP的百分比）,1997,13.66532869
新加坡,农业增加值（占GDP的百分比）,1997,0.141592007
新加坡,人均二氧化碳排放量 (公吨),1997,18.24014775
新加坡,金融部门提供的国内信贷（占GDP的百分比）,1997,69.42480509
新加坡,人均电力消费量 (千瓦时),1997,6829.225629
新加坡,能源使用量（每人当量千克石油）,1997,5818.150925
新加坡,商品和服务出口（占GDP的百分比）,1997,169.9065044
新加坡,总生育率，每位女性的出生数,1997,1.635
新加坡,GDP增长率（年百分比）,1997,8.291117708
新加坡,商品和服务进口（占GDP的百分比）,1997,155.4868598
新加坡,工业，增加值（占GDP的百分比）,1997,33.08760146
新加坡,通货膨胀率，GDP平减指数（年百分比）,1997,1.03542689
新加坡,出生时预期寿命，总年数,1997,76.89756098
新加坡,人口密度 (每平方公里土地面积的人数),1997,5665.728358
新加坡,服务业等增加值（占GDP的百分比）,1997,66.77080654
荷属圣马丁,农业增加值（占GDP的百分比）,1997,
荷属圣马丁,人均二氧化碳排放量 (公吨),1997,
荷属圣马丁,金融部门提供的国内信贷（占GDP的百分比）,1997,
荷属圣马丁,人均电力消费量 (千瓦时),1997,
荷属圣马丁,能源使用量（每人当量千克石油）,1997,
荷属圣马丁,商品和服务出口（占GDP的百分比）,1997,
荷属圣马丁,总生育率，每位女性的出生数,1997,
荷属圣马丁,GDP增长率（年百分比）,1997,
荷属圣马丁,商品和服务进口（占GDP的百分比）,1997,
荷属圣马丁,工业，增加值（占GDP的百分比）,1997,
荷属圣马丁,通货膨胀率，GDP平减指数（年百分比）,1997,
荷属圣马丁,出生时预期寿命，总年数,1997,
荷属圣马丁,人口密度 (每平方公里土地面积的人数),1997,
荷属圣马丁,服务业等增加值（占GDP的百分比）,1997,
斯洛伐克共和国,农业增加值（占GDP的百分比）,1997,5.10252145
斯洛伐克共和国,人均二氧化碳排放量 (公吨),1997,7.625149374239999
斯洛伐克共和国,金融部门提供的国内信贷（占GDP的百分比）,1997,63.81582849390001
斯洛伐克共和国,人均电力消费量 (千瓦时),1997,5068.08939
斯洛伐克共和国,能源使用量（每人当量千克石油）,1997,3361.884022
斯洛伐克共和国,商品和服务出口（占GDP的百分比）,1997,55.06734748
